Date,State/UnionTerritory,Cured,Deaths,Confirmed
10-03-2020,Telengana,0,0,1
10-03-2020,Jammu and Kashmir,0,0,1
11-03-2020,Maharashtra,0,0,2
11-03-2020,Delhi,0,0,5
11-03-2020,Haryana,0,0,14
11-03-2020,Kerala,3,0,17
11-03-2020,Rajasthan,0,0,3
11-03-2020,Telengana,0,0,1
11-03-2020,Uttar Pradesh,0,0,9
11-03-2020,Ladakh,0,0,2
11-03-2020,Tamil Nadu,0,0,1
11-03-2020,Jammu and Kashmir,0,0,1
11-03-2020,Punjab,0,0,1
11-03-2020,Karnataka,0,0,4
12-03-2020,Delhi,0,0,6
12-03-2020,Haryana,0,0,14
12-03-2020,Kerala,3,0,17
12-03-2020,Rajasthan,0,0,3
12-03-2020,Telengana,0,0,1
12-03-2020,Uttar Pradesh,0,0,11
12-03-2020,Ladakh,0,0,3
12-03-2020,Tamil Nadu,0,0,1
12-03-2020,Jammu and Kashmir,0,0,1
12-03-2020,Punjab,0,0,1
12-03-2020,Karnataka,0,0,4
12-03-2020,Maharashtra,0,0,11
12-03-2020,Andhra Pradesh,0,0,1
13-03-2020,Delhi,0,0,6
13-03-2020,Haryana,0,0,14
13-03-2020,Kerala,3,0,19
13-03-2020,Rajasthan,0,0,3
13-03-2020,Telengana,0,0,1
13-03-2020,Uttar Pradesh,0,0,11
13-03-2020,Ladakh,0,0,3
13-03-2020,Tamil Nadu,0,0,1
13-03-2020,Jammu and Kashmir,0,0,1
13-03-2020,Punjab,0,0,1
13-03-2020,Karnataka,0,1,6
13-03-2020,Maharashtra,0,0,14
13-03-2020,Andhra Pradesh,0,0,1
14-03-2020,Delhi,1,1,7
14-03-2020,Haryana,0,0,14
14-03-2020,Kerala,3,0,19
14-03-2020,Rajasthan,1,0,3
14-03-2020,Telengana,0,0,1
14-03-2020,Uttar Pradesh,5,0,12
14-03-2020,Ladakh,0,0,3
14-03-2020,Tamil Nadu,0,0,1
14-03-2020,Jammu and Kashmir,0,0,2
14-03-2020,Punjab,0,0,1
14-03-2020,Karnataka,0,1,6
14-03-2020,Maharashtra,0,0,14
14-03-2020,Andhra Pradesh,0,0,1
15-03-2020,Andhra Pradesh,0,0,1
15-03-2020,Delhi,2,1,7
15-03-2020,Haryana,0,0,14
15-03-2020,Karnataka,0,1,6
15-03-2020,Kerala,3,0,22
15-03-2020,Maharashtra,0,0,32
15-03-2020,Punjab,0,0,1
15-03-2020,Rajasthan,3,0,4
15-03-2020,Tamil Nadu,0,0,1
15-03-2020,Telengana,1,0,3
15-03-2020,Jammu and Kashmir,0,0,2
15-03-2020,Ladakh,0,0,3
15-03-2020,Uttar Pradesh,4,0,13
15-03-2020,Uttarakhand,0,0,1
16-03-2020,Andhra Pradesh,0,0,1
16-03-2020,Delhi,2,1,7
16-03-2020,Haryana,0,0,14
16-03-2020,Karnataka,0,1,6
16-03-2020,Kerala,3,0,23
16-03-2020,Maharashtra,0,0,32
16-03-2020,Odisha,0,0,1
16-03-2020,Punjab,0,0,1
16-03-2020,Rajasthan,3,0,4
16-03-2020,Tamil Nadu,0,0,1
16-03-2020,Telengana,1,0,3
16-03-2020,Jammu and Kashmir,0,0,3
16-03-2020,Ladakh,0,0,4
16-03-2020,Uttar Pradesh,4,0,13
16-03-2020,Uttarakhand,0,0,1
17-03-2020,Andhra Pradesh,0,0,1
17-03-2020,Delhi,2,1,8
17-03-2020,Haryana,0,0,15
17-03-2020,Karnataka,0,1,11
17-03-2020,Kerala,3,0,26
17-03-2020,Maharashtra,0,1,39
17-03-2020,Odisha,0,0,1
17-03-2020,Punjab,0,0,1
17-03-2020,Rajasthan,3,0,4
17-03-2020,Tamil Nadu,0,0,1
17-03-2020,Telengana,1,0,5
17-03-2020,Jammu and Kashmir,0,0,3
17-03-2020,Ladakh,0,0,6
17-03-2020,Uttar Pradesh,5,0,15
17-03-2020,Uttarakhand,0,0,1
18-03-2020,Andhra Pradesh,0,0,1
18-03-2020,Delhi,2,1,10
18-03-2020,Haryana,0,0,17
18-03-2020,Karnataka,0,1,11
18-03-2020,Kerala,3,0,27
18-03-2020,Maharashtra,0,1,42
18-03-2020,Odisha,0,0,1
18-03-2020,Puducherry,0,0,1
18-03-2020,Punjab,0,0,1
18-03-2020,Rajasthan,3,0,4
18-03-2020,Tamil Nadu,0,0,1
18-03-2020,Telengana,1,0,6
18-03-2020,Jammu and Kashmir,0,0,3
18-03-2020,Ladakh,0,0,8
18-03-2020,Uttar Pradesh,5,0,16
18-03-2020,Uttarakhand,0,0,1
18-03-2020,West Bengal,0,0,1
19-03-2020,Andhra Pradesh,0,0,2
19-03-2020,Chhattisgarh,0,0,1
19-03-2020,Delhi,3,1,12
19-03-2020,Haryana,0,0,17
19-03-2020,Karnataka,0,1,14
19-03-2020,Kerala,3,0,27
19-03-2020,Maharashtra,0,1,47
19-03-2020,Odisha,0,0,1
19-03-2020,Puducherry,0,0,1
19-03-2020,Punjab,0,1,2
19-03-2020,Rajasthan,3,0,7
19-03-2020,Tamil Nadu,1,0,2
19-03-2020,Telengana,1,0,6
19-03-2020,Chandigarh,0,0,1
19-03-2020,Jammu and Kashmir,0,0,4
19-03-2020,Ladakh,0,0,8
19-03-2020,Uttar Pradesh,9,0,19
19-03-2020,Uttarakhand,0,0,1
19-03-2020,West Bengal,0,0,1
20-03-2020,Andhra Pradesh,0,0,3
20-03-2020,Chhattisgarh,0,0,1
20-03-2020,Delhi,5,1,17
20-03-2020,Gujarat,0,0,5
20-03-2020,Haryana,0,0,17
20-03-2020,Karnataka,1,1,15
20-03-2020,Kerala,3,0,28
20-03-2020,Maharashtra,0,1,52
20-03-2020,Odisha,0,0,2
20-03-2020,Puducherry,0,0,1
20-03-2020,Punjab,0,1,2
20-03-2020,Rajasthan,3,0,17
20-03-2020,Tamil Nadu,1,0,3
20-03-2020,Telengana,1,0,17
20-03-2020,Chandigarh,0,0,1
20-03-2020,Jammu and Kashmir,0,0,4
20-03-2020,Ladakh,0,0,10
20-03-2020,Uttar Pradesh,9,0,23
20-03-2020,Uttarakhand,0,0,3
20-03-2020,West Bengal,0,0,2
21-03-2020,Andhra Pradesh,0,0,3
21-03-2020,Chhattisgarh,0,0,1
21-03-2020,Delhi,5,1,26
21-03-2020,Gujarat,0,0,7
21-03-2020,Haryana,0,0,17
21-03-2020,Himachal Pradesh,0,0,2
21-03-2020,Karnataka,1,1,15
21-03-2020,Kerala,3,0,40
21-03-2020,Madhya Pradesh,0,0,4
21-03-2020,Maharashtra,0,1,63
21-03-2020,Odisha,0,0,2
21-03-2020,Puducherry,0,0,1
21-03-2020,Punjab,0,1,13
21-03-2020,Rajasthan,3,0,17
21-03-2020,Tamil Nadu,1,0,3
21-03-2020,Telengana,1,0,21
21-03-2020,Chandigarh,0,0,1
21-03-2020,Jammu and Kashmir,0,0,4
21-03-2020,Ladakh,0,0,13
21-03-2020,Uttar Pradesh,9,0,24
21-03-2020,Uttarakhand,0,0,3
21-03-2020,West Bengal,0,0,3
22-03-2020,Andhra Pradesh,0,0,5
22-03-2020,Bihar,0,1,2
22-03-2020,Chhattisgarh,0,0,1
22-03-2020,Delhi,5,1,29
22-03-2020,Gujarat,0,1,18
22-03-2020,Haryana,0,0,21
22-03-2020,Himachal Pradesh,0,0,2
22-03-2020,Karnataka,2,1,26
22-03-2020,Kerala,3,0,52
22-03-2020,Madhya Pradesh,0,0,4
22-03-2020,Maharashtra,0,2,67
22-03-2020,Odisha,0,0,2
22-03-2020,Puducherry,0,0,1
22-03-2020,Punjab,0,1,21
22-03-2020,Rajasthan,3,0,24
22-03-2020,Tamil Nadu,1,0,7
22-03-2020,Telengana,1,0,22
22-03-2020,Chandigarh,0,0,5
22-03-2020,Jammu and Kashmir,0,0,4
22-03-2020,Ladakh,0,0,13
22-03-2020,Uttar Pradesh,9,0,27
22-03-2020,Uttarakhand,0,0,3
22-03-2020,West Bengal,0,0,4
23-03-2020,Andhra Pradesh,0,0,7
23-03-2020,Bihar,0,1,2
23-03-2020,Chhattisgarh,0,0,1
23-03-2020,Delhi,5,1,29
23-03-2020,Gujarat,0,1,29
23-03-2020,Haryana,0,0,26
23-03-2020,Himachal Pradesh,0,0,2
23-03-2020,Karnataka,2,1,33
23-03-2020,Kerala,3,0,67
23-03-2020,Madhya Pradesh,0,0,6
23-03-2020,Maharashtra,0,2,74
23-03-2020,Odisha,0,0,2
23-03-2020,Puducherry,0,0,1
23-03-2020,Punjab,0,1,21
23-03-2020,Rajasthan,3,0,28
23-03-2020,Tamil Nadu,1,0,9
23-03-2020,Telengana,1,0,32
23-03-2020,Chandigarh,0,0,6
23-03-2020,Jammu and Kashmir,0,0,4
23-03-2020,Ladakh,0,0,13
23-03-2020,Uttar Pradesh,9,0,31
23-03-2020,Uttarakhand,0,0,3
23-03-2020,West Bengal,0,0,7
24-03-2020,Andhra Pradesh,0,0,8
24-03-2020,Bihar,0,1,3
24-03-2020,Chhattisgarh,0,0,1
24-03-2020,Delhi,6,1,30
24-03-2020,Gujarat,0,1,33
24-03-2020,Haryana,11,0,28
24-03-2020,Himachal Pradesh,0,1,3
24-03-2020,Karnataka,3,1,37
24-03-2020,Kerala,4,0,95
24-03-2020,Madhya Pradesh,0,0,7
24-03-2020,Maharashtra,0,2,89
24-03-2020,Manipur,0,0,1
24-03-2020,Odisha,0,0,2
24-03-2020,Puducherry,0,0,1
24-03-2020,Punjab,0,1,29
24-03-2020,Rajasthan,3,0,32
24-03-2020,Tamil Nadu,1,0,15
24-03-2020,Telengana,1,0,35
24-03-2020,Chandigarh,0,0,7
24-03-2020,Jammu and Kashmir,0,0,4
24-03-2020,Ladakh,0,0,13
24-03-2020,Uttar Pradesh,11,0,33
24-03-2020,Uttarakhand,0,0,4
24-03-2020,West Bengal,0,1,9
25-03-2020,Andhra Pradesh,1,0,9
25-03-2020,Bihar,0,1,4
25-03-2020,Chhattisgarh,0,0,1
25-03-2020,Delhi,6,1,31
25-03-2020,Gujarat,0,1,38
25-03-2020,Haryana,11,0,28
25-03-2020,Himachal Pradesh,0,1,3
25-03-2020,Karnataka,3,1,41
25-03-2020,Kerala,4,0,109
25-03-2020,Madhya Pradesh,0,0,14
25-03-2020,Maharashtra,1,3,128
25-03-2020,Manipur,0,0,1
25-03-2020,Mizoram,0,0,1
25-03-2020,Odisha,0,0,2
25-03-2020,Puducherry,0,0,1
25-03-2020,Punjab,0,1,29
25-03-2020,Rajasthan,3,0,36
25-03-2020,Tamil Nadu,1,0,18
25-03-2020,Telengana,1,0,35
25-03-2020,Chandigarh,0,0,7
25-03-2020,Jammu and Kashmir,1,0,7
25-03-2020,Ladakh,0,0,13
25-03-2020,Uttar Pradesh,11,0,37
25-03-2020,Uttarakhand,0,0,4
25-03-2020,West Bengal,0,1,9
26-03-2020,Andaman and Nicobar Islands,0,0,1
26-03-2020,Andhra Pradesh,1,0,11
26-03-2020,Bihar,0,1,6
26-03-2020,Chandigarh,0,0,7
26-03-2020,Chhattisgarh,0,0,6
26-03-2020,Delhi,6,1,36
26-03-2020,Goa,0,0,3
26-03-2020,Gujarat,0,3,43
26-03-2020,Haryana,11,0,30
26-03-2020,Himachal Pradesh,0,1,3
26-03-2020,Jammu and Kashmir,1,0,13
26-03-2020,Karnataka,3,2,55
26-03-2020,Kerala,6,0,118
26-03-2020,Ladakh,0,0,13
26-03-2020,Madhya Pradesh,0,1,20
26-03-2020,Maharashtra,1,3,124
26-03-2020,Manipur,0,0,1
26-03-2020,Mizoram,0,0,1
26-03-2020,Odisha,0,0,2
26-03-2020,Puducherry,0,0,1
26-03-2020,Punjab,0,1,33
26-03-2020,Rajasthan,3,0,41
26-03-2020,Tamil Nadu,1,1,26
26-03-2020,Telengana,1,0,44
26-03-2020,Uttarakhand,0,0,5
26-03-2020,Uttar Pradesh,11,0,41
26-03-2020,West Bengal,0,1,10
27-03-2020,Andaman and Nicobar Islands,0,0,1
27-03-2020,Andhra Pradesh,1,0,12
27-03-2020,Bihar,0,1,6
27-03-2020,Chandigarh,0,0,7
27-03-2020,Chhattisgarh,0,0,6
27-03-2020,Delhi,6,1,36
27-03-2020,Goa,0,0,3
27-03-2020,Gujarat,0,3,43
27-03-2020,Haryana,11,0,30
27-03-2020,Himachal Pradesh,0,1,3
27-03-2020,Jammu and Kashmir,1,1,13
27-03-2020,Karnataka,3,2,55
27-03-2020,Kerala,11,0,137
27-03-2020,Ladakh,3,0,13
27-03-2020,Madhya Pradesh,0,1,20
27-03-2020,Maharashtra,15,4,130
27-03-2020,Manipur,0,0,1
27-03-2020,Mizoram,0,0,1
27-03-2020,Odisha,0,0,2
27-03-2020,Puducherry,0,0,1
27-03-2020,Punjab,0,1,33
27-03-2020,Rajasthan,3,0,41
27-03-2020,Tamil Nadu,1,1,29
27-03-2020,Telengana,1,0,45
27-03-2020,Uttarakhand,0,0,5
27-03-2020,Uttar Pradesh,11,0,41
27-03-2020,West Bengal,0,1,10
28-03-2020,Andhra Pradesh,1,0,14
28-03-2020,Andaman and Nicobar Islands,0,0,6
28-03-2020,Bihar,0,1,9
28-03-2020,Chandigarh,0,0,8
28-03-2020,Chhattisgarh,0,0,6
28-03-2020,Delhi,6,1,39
28-03-2020,Goa,0,0,3
28-03-2020,Gujarat,0,3,45
28-03-2020,Haryana,12,0,33
28-03-2020,Himachal Pradesh,0,1,3
28-03-2020,Jammu and Kashmir,1,1,20
28-03-2020,Karnataka,3,2,55
28-03-2020,Kerala,11,0,176
28-03-2020,Ladakh,3,0,13
28-03-2020,Madhya Pradesh,0,2,30
28-03-2020,Maharashtra,25,5,180
28-03-2020,Manipur,0,0,1
28-03-2020,Mizoram,0,0,1
28-03-2020,Odisha,0,0,3
28-03-2020,Puducherry,0,0,1
28-03-2020,Punjab,1,1,38
28-03-2020,Rajasthan,3,0,54
28-03-2020,Tamil Nadu,2,1,40
28-03-2020,Telengana,1,0,56
28-03-2020,Uttarakhand,0,0,5
28-03-2020,Uttar Pradesh,11,0,55
28-03-2020,West Bengal,0,1,15
29-03-2020,Andhra Pradesh,1,0,19
29-03-2020,Andaman and Nicobar Islands,0,0,9
29-03-2020,Bihar,0,1,11
29-03-2020,Chandigarh,0,0,8
29-03-2020,Chhattisgarh,0,0,7
29-03-2020,Delhi,6,2,49
29-03-2020,Goa,0,0,5
29-03-2020,Gujarat,1,5,58
29-03-2020,Haryana,17,0,33
29-03-2020,Himachal Pradesh,0,1,3
29-03-2020,Jammu and Kashmir,1,2,31
29-03-2020,Karnataka,5,3,76
29-03-2020,Kerala,15,1,182
29-03-2020,Ladakh,3,0,13
29-03-2020,Madhya Pradesh,0,2,30
29-03-2020,Maharashtra,25,6,186
29-03-2020,Manipur,0,0,1
29-03-2020,Mizoram,0,0,1
29-03-2020,Odisha,0,0,3
29-03-2020,Puducherry,0,0,1
29-03-2020,Punjab,1,1,38
29-03-2020,Rajasthan,3,0,55
29-03-2020,Tamil Nadu,4,1,49
29-03-2020,Telengana,1,1,66
29-03-2020,Uttarakhand,2,0,7
29-03-2020,Uttar Pradesh,11,0,65
29-03-2020,West Bengal,0,1,18
30-03-2020,Andhra Pradesh,1,0,23
30-03-2020,Andaman and Nicobar Islands,0,0,9
30-03-2020,Bihar,0,1,15
30-03-2020,Chandigarh,0,0,8
30-03-2020,Chhattisgarh,0,0,7
30-03-2020,Delhi,6,2,87
30-03-2020,Goa,0,0,5
30-03-2020,Gujarat,1,6,69
30-03-2020,Haryana,18,0,36
30-03-2020,Himachal Pradesh,0,1,3
30-03-2020,Jammu and Kashmir,2,2,48
30-03-2020,Karnataka,5,3,83
30-03-2020,Kerala,19,1,202
30-03-2020,Ladakh,3,0,13
30-03-2020,Madhya Pradesh,0,3,47
30-03-2020,Maharashtra,25,8,198
30-03-2020,Manipur,0,0,1
30-03-2020,Mizoram,0,0,1
30-03-2020,Odisha,0,0,3
30-03-2020,Puducherry,0,0,1
30-03-2020,Punjab,1,1,38
30-03-2020,Rajasthan,3,0,59
30-03-2020,Tamil Nadu,4,1,67
30-03-2020,Telengana,1,1,71
30-03-2020,Uttarakhand,2,0,7
30-03-2020,Uttar Pradesh,11,0,82
30-03-2020,West Bengal,0,1,22
30-03-2020,Unassigned,0,0,46
31-03-2020,Andhra Pradesh,1,0,40
31-03-2020,Andaman and Nicobar Islands,0,0,10
31-03-2020,Bihar,0,1,15
31-03-2020,Chandigarh,0,0,13
31-03-2020,Chhattisgarh,0,0,8
31-03-2020,Delhi,6,2,97
31-03-2020,Goa,0,0,5
31-03-2020,Gujarat,3,6,73
31-03-2020,Haryana,21,0,40
31-03-2020,Himachal Pradesh,0,1,3
31-03-2020,Jammu and Kashmir,2,2,54
31-03-2020,Karnataka,5,3,83
31-03-2020,Kerala,19,1,234
31-03-2020,Ladakh,3,0,13
31-03-2020,Madhya Pradesh,0,3,47
31-03-2020,Maharashtra,39,9,216
31-03-2020,Manipur,0,0,1
31-03-2020,Mizoram,0,0,1
31-03-2020,Odisha,0,0,3
31-03-2020,Puducherry,0,0,1
31-03-2020,Punjab,1,3,41
31-03-2020,Rajasthan,3,0,74
31-03-2020,Tamil Nadu,4,1,74
31-03-2020,Telengana,1,1,79
31-03-2020,Uttarakhand,2,0,7
31-03-2020,Uttar Pradesh,14,0,101
31-03-2020,West Bengal,0,2,26
31-03-2020,Unassigned,0,0,38
01-04-2020,Andhra Pradesh,1,0,83
01-04-2020,Andaman and Nicobar Islands,0,0,10
01-04-2020,Assam,0,0,1
01-04-2020,Bihar,0,1,23
01-04-2020,Chandigarh,0,0,16
01-04-2020,Chhattisgarh,2,0,9
01-04-2020,Delhi,6,2,152
01-04-2020,Goa,0,0,5
01-04-2020,Gujarat,5,6,82
01-04-2020,Haryana,21,0,43
01-04-2020,Himachal Pradesh,0,1,3
01-04-2020,Jammu and Kashmir,2,2,62
01-04-2020,Jharkhand,0,0,1
01-04-2020,Karnataka,8,3,101
01-04-2020,Kerala,23,2,241
01-04-2020,Ladakh,3,0,13
01-04-2020,Madhya Pradesh,0,3,66
01-04-2020,Maharashtra,39,9,302
01-04-2020,Manipur,0,0,1
01-04-2020,Mizoram,0,0,1
01-04-2020,Odisha,0,0,4
01-04-2020,Puducherry,1,0,3
01-04-2020,Punjab,1,3,42
01-04-2020,Rajasthan,3,0,93
01-04-2020,Tamil Nadu,6,1,234
01-04-2020,Telengana,1,3,96
01-04-2020,Uttarakhand,2,0,7
01-04-2020,Uttar Pradesh,14,2,103
01-04-2020,West Bengal,6,3,37
02-04-2020,Andhra Pradesh,1,1,86
02-04-2020,Andaman and Nicobar Islands,0,0,10
02-04-2020,Assam,0,0,5
02-04-2020,Bihar,0,1,24
02-04-2020,Chandigarh,0,0,16
02-04-2020,Chhattisgarh,2,0,9
02-04-2020,Delhi,8,4,219
02-04-2020,Goa,0,0,5
02-04-2020,Gujarat,8,7,87
02-04-2020,Haryana,21,0,43
02-04-2020,Himachal Pradesh,1,1,3
02-04-2020,Jammu and Kashmir,2,2,62
02-04-2020,Jharkhand,0,0,1
02-04-2020,Karnataka,9,3,110
02-04-2020,Kerala,25,2,265
02-04-2020,Ladakh,3,0,13
02-04-2020,Madhya Pradesh,0,6,99
02-04-2020,Maharashtra,42,13,335
02-04-2020,Manipur,0,0,1
02-04-2020,Mizoram,0,0,1
02-04-2020,Odisha,0,0,4
02-04-2020,Puducherry,1,0,3
02-04-2020,Punjab,1,4,46
02-04-2020,Rajasthan,3,0,108
02-04-2020,Tamil Nadu,6,1,234
02-04-2020,Telengana,1,3,107
02-04-2020,Uttarakhand,2,0,7
02-04-2020,Uttar Pradesh,14,2,113
02-04-2020,West Bengal,6,3,53
03-04-2020,Andhra Pradesh,1,1,132
03-04-2020,Andaman and Nicobar Islands,0,0,10
03-04-2020,Arunachal Pradesh,0,0,1
03-04-2020,Assam,0,0,16
03-04-2020,Bihar,0,1,29
03-04-2020,Chandigarh,0,0,18
03-04-2020,Chhattisgarh,3,0,9
03-04-2020,Delhi,8,4,219
03-04-2020,Goa,0,0,6
03-04-2020,Gujarat,10,8,95
03-04-2020,Haryana,24,0,49
03-04-2020,Himachal Pradesh,1,1,6
03-04-2020,Jammu and Kashmir,3,2,75
03-04-2020,Jharkhand,0,0,2
03-04-2020,Karnataka,10,3,124
03-04-2020,Kerala,27,2,286
03-04-2020,Ladakh,3,0,14
03-04-2020,Madhya Pradesh,0,6,104
03-04-2020,Maharashtra,42,16,335
03-04-2020,Manipur,0,0,2
03-04-2020,Mizoram,0,0,1
03-04-2020,Odisha,0,0,5
03-04-2020,Puducherry,1,0,5
03-04-2020,Punjab,1,5,48
03-04-2020,Rajasthan,3,0,167
03-04-2020,Tamil Nadu,6,1,309
03-04-2020,Telengana,1,7,158
03-04-2020,Uttarakhand,2,0,10
03-04-2020,Uttar Pradesh,14,2,172
03-04-2020,West Bengal,3,3,63
03-04-2020,Unassigned,0,0,77
04-04-2020,Andhra Pradesh,1,1,161
04-04-2020,Andaman and Nicobar Islands,0,0,10
04-04-2020,Arunachal Pradesh,0,0,1
04-04-2020,Assam,0,0,24
04-04-2020,Bihar,0,1,30
04-04-2020,Chandigarh,0,0,18
04-04-2020,Chhattisgarh,3,0,9
04-04-2020,Delhi,15,6,445
04-04-2020,Goa,0,0,7
04-04-2020,Gujarat,14,10,105
04-04-2020,Haryana,24,0,49
04-04-2020,Himachal Pradesh,1,1,6
04-04-2020,Jammu and Kashmir,3,2,75
04-04-2020,Jharkhand,0,0,2
04-04-2020,Karnataka,12,3,128
04-04-2020,Kerala,41,2,295
04-04-2020,Ladakh,3,0,14
04-04-2020,Madhya Pradesh,0,6,104
04-04-2020,Maharashtra,42,24,490
04-04-2020,Manipur,0,0,2
04-04-2020,Mizoram,0,0,1
04-04-2020,Odisha,0,0,5
04-04-2020,Puducherry,1,0,5
04-04-2020,Punjab,1,5,57
04-04-2020,Rajasthan,21,0,200
04-04-2020,Tamil Nadu,6,2,411
04-04-2020,Telengana,1,7,159
04-04-2020,Uttarakhand,2,0,16
04-04-2020,Uttar Pradesh,19,2,174
04-04-2020,West Bengal,3,3,69
05-04-2020,Andhra Pradesh,1,1,190
05-04-2020,Andaman and Nicobar Islands,0,0,10
05-04-2020,Arunachal Pradesh,0,0,1
05-04-2020,Assam,0,0,26
05-04-2020,Bihar,0,1,30
05-04-2020,Chandigarh,0,0,18
05-04-2020,Chhattisgarh,3,0,9
05-04-2020,Delhi,18,7,503
05-04-2020,Goa,0,0,7
05-04-2020,Gujarat,18,11,122
05-04-2020,Haryana,25,1,59
05-04-2020,Himachal Pradesh,1,1,6
05-04-2020,Jammu and Kashmir,4,2,106
05-04-2020,Jharkhand,0,0,3
05-04-2020,Karnataka,12,4,144
05-04-2020,Kerala,49,2,306
05-04-2020,Ladakh,10,0,14
05-04-2020,Madhya Pradesh,0,9,165
05-04-2020,Maharashtra,42,24,490
05-04-2020,Manipur,0,0,2
05-04-2020,Mizoram,0,0,1
05-04-2020,Odisha,0,0,20
05-04-2020,Puducherry,1,0,5
05-04-2020,Punjab,1,5,57
05-04-2020,Rajasthan,21,0,200
05-04-2020,Tamil Nadu,6,3,485
05-04-2020,Telengana,32,7,269
05-04-2020,Uttarakhand,2,0,22
05-04-2020,Uttar Pradesh,19,2,227
05-04-2020,West Bengal,10,3,80
06-04-2020,Andhra Pradesh,1,3,226
06-04-2020,Andaman and Nicobar Islands,0,0,10
06-04-2020,Arunachal Pradesh,0,0,1
06-04-2020,Assam,0,0,26
06-04-2020,Bihar,0,1,32
06-04-2020,Chandigarh,0,0,18
06-04-2020,Chhattisgarh,8,0,10
06-04-2020,Delhi,19,7,523
06-04-2020,Goa,0,0,7
06-04-2020,Gujarat,22,12,144
06-04-2020,Haryana,25,1,84
06-04-2020,Himachal Pradesh,2,1,13
06-04-2020,Jammu and Kashmir,4,2,109
06-04-2020,Jharkhand,0,0,4
06-04-2020,Karnataka,12,4,151
06-04-2020,Kerala,55,2,314
06-04-2020,Ladakh,10,0,14
06-04-2020,Madhya Pradesh,0,9,165
06-04-2020,Maharashtra,56,45,748
06-04-2020,Manipur,0,0,2
06-04-2020,Mizoram,0,0,1
06-04-2020,Odisha,2,0,21
06-04-2020,Puducherry,1,0,5
